2022-01-03,2121,1,717.0
2022-01-03,3010,1,205.0
2022-01-03,3011,1,204.0
2022-01-03,3012,1,205.0
2022-01-03,3013,1,204.0
2022-01-03,3020,1,410.0
2022-01-03,3021,1,411.0
2022-01-03,3110,1,204.0
2022-01-03,3111,1,206.0
2022-01-03,3112,1,204.0
2022-01-03,3113,1,204.0
2022-01-03,3120,1,409.0
2022-01-03,3121,1,408.0
2022-01-03,4010,1,153.0
2022-01-03,4030,1,154.0
2022-01-03,4020,1,770.0
2022-01-03,4021,1,768.0
2022-01-03,4110,1,154.0
2022-01-03,4130,1,153.0
2022-01-03,4120,1,718.0
2022-01-03,4121,1,716.0
2022-01-03,5010,1,306.0
2022-01-03,5110,1,307.0
2022-01-04,1010,2,562.0
2022-01-04,1011,2,559.0
2022-01-04,1020,2,509.0
2022-01-04,1030,2,459.0
2022-01-04,1110,2,512.0
2022-01-04,1111,2,512.0
2022-01-04,1120,2,509.0
2022-01-04,1130,2,457.0
2022-01-04,2020,2,716.0
2022-01-04,2021,2,713.0
2022-01-04,2120,2,711.0
2022-01-04,2121,2,716.0
2022-01-04,3010,2,205.0
2022-01-04,3011,2,204.0
2022-01-04,3012,2,204.0
2022-01-04,3013,2,203.0
2022-01-04,3020,2,410.0
2022-01-04,3021,2,410.0
2022-01-04,3110,2,204.0
2022-01-04,3111,2,205.0
2022-01-04,3112,2,204.0
2022-01-04,3113,2,203.0
2022-01-04,3120,2,408.0
2022-01-04,3121,2,407.0
2022-01-04,4010,2,153.0
2022-01-04,4030,2,153.0
2022-01-04,4020,2,768.0
2022-01-04,4021,2,767.0
2022-01-04,4110,2,154.0
2022-01-04,4130,2,153.0
2022-01-04,4120,2,717.0
2022-01-04,4121,2,715.0
2022-01-04,5010,2,306.0
2022-01-04,5110,2,307.0
2022-01-05,1010,3,561.0
2022-01-05,1011,3,558.0
2022-01-05,1020,3,508.0
2022-01-05,1030,3,459.0
2022-01-05,1110,3,511.0
2022-01-05,1111,3,511.0
2022-01-05,1120,3,508.0
2022-01-05,1130,3,456.0
2022-01-05,2020,3,715.0
2022-01-05,2021,3,711.0
2022-01-05,2120,3,710.0
2022-01-05,2121,3,714.0
2022-01-05,3010,3,204.0
2022-01-05,3011,3,204.0
2022-01-05,3012,3,204.0
2022-01-05,3013,3,203.0
2022-01-05,3020,3,409.0
2022-01-05,3021,3,409.0
2022-01-05,3110,3,203.0
2022-01-05,3111,3,205.0
2022-01-05,3112,3,203.0
2022-01-05,3113,3,203.0
2022-01-05,3120,3,407.0
2022-01-05,3121,3,406.0
2022-01-05,4010,3,153.0
2022-01-05,4030,3,153.0
2022-01-05,4020,3,767.0
2022-01-05,4021,3,765.0
2022-01-05,4110,3,154.0
2022-01-05,4130,3,153.0
2022-01-05,4120,3,716.0
2022-01-05,4121,3,713.0
2022-01-05,5010,3,305.0
2022-01-05,5110,3,306.0
2022-01-06,1010,4,559.0
2022-01-06,1011,4,557.0
2022-01-06,1020,4,507.0
2022-01-06,1030,4,458.0
2022-01-06,1110,4,510.0
2022-01-06,1111,4,510.0
2022-01-06,1120,4,507.0
2022-01-06,1130,4,455.0
2022-01-06,2020,4,714.0
2022-01-06,2021,4,710.0
2022-01-06,2120,4,708.0
2022-01-06,2121,4,713.0
2022-01-06,3010,4,204.0
2022-01-06,3011,4,203.0
2022-01-06,3012,4,204.0
2022-01-06,3013,4,203.0
2022-01-06,3020,4,408.0
2022-01-06,3021,4,408.0
2022-01-06,3110,4,203.0
2022-01-06,3111,4,204.0
2022-01-06,3112,4,203.0
2022-01-06,3113,4,203.0
2022-01-06,3120,4,407.0
2022-01-06,3121,4,406.0
2022-01-06,4010,4,152.0
2022-01-06,4030,4,153.0
2022-01-06,4020,4,765.0
2022-01-06,4021,4,764.0
2022-01-06,4110,4,153.0
2022-01-06,4130,4,152.0
2022-01-06,4120,4,714.0
2022-01-06,4121,4,712.0
2022-01-06,5010,4,304.0
2022-01-06,5110,4,306.0
2022-01-07,1010,5,558.0
2022-01-07,1011,5,556.0
2022-01-07,1020,5,506.0
2022-01-07,1030,5,457.0
2022-01-07,1110,5,509.0
2022-01-07,1111,5,509.0
2022-01-07,1120,5,506.0
2022-01-07,1130,5,454.0
2022-01-07,2020,5,712.0
2022-01-07,2021,5,709.0
2022-01-07,2120,5,707.0
2022-01-07,2121,5,712.0
2022-01-07,3010,5,204.0
2022-01-07,3011,5,203.0
2022-01-07,3012,5,203.0
2022-01-07,3013,5,202.0
2022-01-07,3020,5,407.0
2022-01-07,3021,5,408.0
2022-01-07,3110,5,202.0
2022-01-07,3111,5,204.0
2022-01-07,3112,5,202.0
2022-01-07,3113,5,202.0
2022-01-07,3120,5,406.0
2022-01-07,3121,5,405.0
2022-01-07,4010,5,152.0
2022-01-07,4030,5,152.0
2022-01-07,4020,5,764.0
2022-01-07,4021,5,762.0
2022-01-07,4110,5,153.0
2022-01-07,4130,5,152.0
2022-01-07,4120,5,713.0
2022-01-07,4121,5,711.0
2022-01-07,5010,5,304.0
2022-01-07,5110,5,305.0
2022-01-08,1010,5,557.0
2022-01-08,1011,5,555.0
2022-01-08,1020,5,505.0
2022-01-08,1030,5,456.0
2022-01-08,1110,5,508.0
2022-01-08,1111,5,508.0
2022-01-08,1120,5,505.0
2022-01-08,1130,5,454.0
2022-01-08,2020,5,711.0
2022-01-08,2021,5,707.0
2022-01-08,2120,5,706.0
2022-01-08,2121,5,710.0
2022-01-08,3010,5,203.0
2022-01-08,3011,5,202.0
2022-01-08,3012,5,203.0
2022-01-08,3013,5,202.0
2022-01-08,3020,5,406.0
2022-01-08,3021,5,407.0
2022-01-08,3110,5,202.0
2022-01-08,3111,5,204.0
2022-01-08,3112,5,202.0
2022-01-08,3113,5,202.0
2022-01-08,3120,5,405.0
2022-01-08,3121,5,404.0
2022-01-08,4010,5,152.0
2022-01-08,4030,5,152.0
2022-01-08,4020,5,762.0
2022-01-08,4021,5,761.0
2022-01-08,4110,5,153.0
2022-01-08,4130,5,152.0
2022-01-08,4120,5,711.0
2022-01-08,4121,5,709.0
2022-01-08,5010,5,303.0
2022-01-08,5110,5,305.0
2022-01-09,1010,6,556.0
2022-01-09,1011,6,554.0
2022-01-09,1020,6,504.0
2022-01-09,1030,6,455.0
2022-01-09,1110,6,507.0
2022-01-09,1111,6,507.0
2022-01-09,1120,6,504.0
2022-01-09,1130,6,453.0
2022-01-09,2020,6,709.0
2022-01-09,2021,6,706.0
2022-01-09,2120,6,704.0
2022-01-09,2121,6,709.0
2022-01-09,3010,6,203.0
2022-01-09,3011,6,202.0
2022-01-09,3012,6,202.0
2022-01-09,3013,6,201.0
2022-01-09,3020,6,406.0
2022-01-09,3021,6,406.0
2022-01-09,3110,6,202.0
2022-01-09,3111,6,203.0
2022-01-09,3112,6,202.0
2022-01-09,3113,6,201.0
2022-01-09,3120,6,404.0
2022-01-09,3121,6,403.0
2022-01-09,4010,6,151.0
2022-01-09,4030,6,152.0
2022-01-09,4020,6,761.0
2022-01-09,4021,6,759.0
2022-01-09,4110,6,153.0
2022-01-09,4130,6,151.0
2022-01-09,4120,6,710.0
2022-01-09,4121,6,708.0
2022-01-09,5010,6,303.0
2022-01-09,5110,6,304.0
2022-01-10,1010,7,555.0
2022-01-10,1011,7,553.0
2022-01-10,1020,7,503.0
2022-01-10,1030,7,454.0
2022-01-10,1110,7,506.0
2022-01-10,1111,7,506.0
2022-01-10,1120,7,503.0
2022-01-10,1130,7,452.0
2022-01-10,2020,7,708.0
2022-01-10,2021,7,704.0
2022-01-10,2120,7,703.0
2022-01-10,2121,7,707.0
2022-01-10,3010,7,202.0
2022-01-10,3011,7,202.0
2022-01-10,3012,7,202.0
2022-01-10,3013,7,201.0
2022-01-10,3020,7,405.0
2022-01-10,3021,7,405.0
2022-01-10,3110,7,201.0
2022-01-10,3111,7,203.0
2022-01-10,3112,7,201.0
2022-01-10,3113,7,201.0
2022-01-10,3120,7,403.0
2022-01-10,3121,7,402.0
2022-01-10,4010,7,151.0
2022-01-10,4030,7,152.0
2022-01-10,4020,7,759.0
2022-01-10,4021,7,758.0
2022-01-10,4110,7,152.0
2022-01-10,4130,7,151.0
2022-01-10,4120,7,709.0
2022-01-10,4121,7,706.0
2022-01-10,5010,7,302.0
2022-01-10,5110,7,303.0
2022-01-11,1010,8,554.0
2022-01-11,1011,8,551.0
2022-01-11,1020,8,502.0
2022-01-11,1030,8,453.0
2022-01-11,1110,8,505.0
2022-01-11,1111,8,505.0
2022-01-11,1120,8,502.0
2022-01-11,1130,8,451.0
2022-01-11,2020,8,707.0
2022-01-11,2021,8,703.0
2022-01-11,2120,8,701.0
2022-01-11,2121,8,706.0
2022-01-11,3010,8,202.0
2022-01-11,3011,8,201.0
2022-01-11,3012,8,202.0
2022-01-11,3013,8,201.0
2022-01-11,3020,8,404.0
2022-01-11,3021,8,404.0
2022-01-11,3110,8,201.0
2022-01-11,3111,8,202.0
2022-01-11,3112,8,201.0
2022-01-11,3113,8,201.0
2022-01-11,3120,8,403.0
2022-01-11,3121,8,402.0
2022-01-11,4010,8,151.0
2022-01-11,4030,8,151.0
2022-01-11,4020,8,758.0
2022-01-11,4021,8,756.0
2022-01-11,4110,8,152.0
2022-01-11,4130,8,151.0
2022-01-11,4120,8,707.0
2022-01-11,4121,8,705.0
2022-01-11,5010,8,301.0
2022-01-11,5110,8,303.0
2022-01-12,1010,9,553.0
2022-01-12,1011,9,550.0
2022-01-12,1020,9,501.0
2022-01-12,1030,9,452.0
2022-01-12,1110,9,504.0
2022-01-12,1111,9,504.0
2022-01-12,1120,9,501.0
2022-01-12,1130,9,450.0
2022-01-12,2020,9,705.0
2022-01-12,2021,9,702.0
2022-01-12,2120,9,700.0
2022-01-12,2121,9,705.0
2022-01-12,3010,9,202.0
2022-01-12,3011,9,201.0
2022-01-12,3012,9,201.0
2022-01-12,3013,9,200.0
2022-01-12,3020,9,403.0
2022-01-12,3021,9,404.0
2022-01-12,3110,9,200.0
2022-01-12,3111,9,202.0
2022-01-12,3112,9,200.0
2022-01-12,3113,9,200.0
2022-01-12,3120,9,402.0
2022-01-12,3121,9,401.0
2022-01-12,4010,9,151.0
2022-01-12,4030,9,151.0
2022-01-12,4020,9,756.0
2022-01-12,4021,9,755.0
2022-01-12,4110,9,152.0
2022-01-12,4130,9,150.0
2022-01-12,4120,9,706.0
2022-01-12,4121,9,704.0
2022-01-12,5010,9,301.0
2022-01-12,5110,9,302.0
2022-01-13,1010,10,552.0
2022-01-13,1011,10,549.0
2022-01-13,1020,10,500.0
2022-01-13,1030,10,451.0
2022-01-13,1110,10,503.0
2022-01-13,1111,10,503.0
2022-01-13,1120,10,500.0
2022-01-13,1130,10,449.0
2022-01-13,2020,10,704.0
2022-01-13,2021,10,700.0
2022-01-13,2120,10,699.0
2022-01-13,2121,10,703.0
2022-01-13,3010,10,201.0
2022-01-13,3011,10,200.0
2022-01-13,3012,10,201.0
2022-01-13,3013,10,200.0
2022-01-13,3020,10,402.0
2022-01-13,3021,10,403.0
2022-01-13,3110,10,200.0
2022-01-13,3111,10,202.0
2022-01-13,3112,10,200.0
2022-01-13,3113,10,200.0
2022-01-13,3120,10,401.0
2022-01-13,3121,10,400.0
2022-01-13,4010,10,150.0
2022-01-13,4030,10,151.0
2022-01-13,4020,10,755.0
2022-01-13,4021,10,753.0
2022-01-13,4110,10,151.0
2022-01-13,4130,10,150.0
2022-01-13,4120,10,704.0
2022-01-13,4121,10,702.0
2022-01-13,5010,10,300.0
2022-01-13,5110,10,302.0
2022-01-14,1010,10,551.0
2022-01-14,1011,10,548.0
2022-01-14,1020,10,499.0
2022-01-14,1030,10,450.0
2022-01-14,1110,10,502.0
2022-01-14,1111,10,502.0
2022-01-14,1120,10,499.0
2022-01-14,1130,10,448.0
2022-01-14,2020,10,702.0
2022-01-14,2021,10,699.0
2022-01-14,2120,10,697.0
2022-01-14,2121,10,702.0
2022-01-14,3010,10,201.0
2022-01-14,3011,10,200.0
2022-01-14,3012,10,200.0
2022-01-14,3013,10,199.0
2022-01-14,3020,10,402.0
2022-01-14,3021,10,402.0
2022-01-14,3110,10,200.0
2022-01-14,3111,10,201.0
2022-01-14,3112,10,200.0
2022-01-14,3113,10,199.0
2022-01-14,3120,10,400.0
2022-01-14,3121,10,399.0
2022-01-14,4010,10,150.0
2022-01-14,4030,10,150.0
2022-01-14,4020,10,753.0
2022-01-14,4021,10,752.0
2022-01-14,4110,10,151.0
2022-01-14,4130,10,150.0
2022-01-14,4120,10,703.0
2022-01-14,4121,10,701.0
2022-01-14,5010,10,300.0
2022-01-14,5110,10,301.0
2022-01-15,1010,11,550.0
2022-01-15,1011,11,547.0
2022-01-15,1020,11,498.0
2022-01-15,1030,11,450.0
2022-01-15,1110,11,501.0
2022-01-15,1111,11,501.0
2022-01-15,1120,11,498.0
2022-01-15,1130,11,447.0
2022-01-15,2020,11,701.0
2022-01-15,2021,11,697.0
2022-01-15,2120,11,696.0
2022-01-15,2121,11,700.0
2022-01-15,3010,11,200.0
2022-01-15,3011,11,200.0
2022-01-15,3012,11,200.0
2022-01-15,3013,11,199.0
2022-01-15,3020,11,401.0
2022-01-15,3021,11,401.0
2022-01-15,3110,11,199.0
2022-01-15,3111,11,201.0
2022-01-15,3112,11,199.0
2022-01-15,3113,11,199.0
2022-01-15,3120,11,399.0
2022-01-15,3121,11,398.0
2022-01-15,4010,11,150.0
2022-01-15,4030,11,150.0
2022-01-15,4020,11,752.0
2022-01-15,4021,11,750.0
2022-01-15,4110,11,151.0
2022-01-15,4130,11,150.0
2022-01-15,4120,11,702.0
2022-01-15,4121,11,699.0
2022-01-15,5010,11,299.0
2022-01-15,5110,11,300.0
2022-01-16,1010,12,549.0
2022-01-16,1011,12,546.0
2022-01-16,1020,12,497.0
2022-01-16,1030,12,449.0
2022-01-16,1110,12,500.0
2022-01-16,1111,12,500.0
2022-01-16,1120,12,497.0
2022-01-16,1130,12,446.0
2022-01-16,2020,12,700.0
2022-01-16,2021,12,696.0
2022-01-16,2120,12,694.0
2022-01-16,2121,12,699.0
2022-01-16,3010,12,200.0
2022-01-16,3011,12,199.0
2022-01-16,3012,12,200.0
2022-01-16,3013,12,199.0
2022-01-16,3020,12,400.0
2022-01-16,3021,12,400.0
2022-01-16,3110,12,199.0
2022-01-16,3111,12,200.0
2022-01-16,3112,12,199.0
2022-01-16,3113,12,199.0
2022-01-16,3120,12,399.0
2022-01-16,3121,12,398.0
2022-01-16,4010,12,149.0
2022-01-16,4030,12,150.0
2022-01-16,4020,12,750.0
2022-01-16,4021,12,749.0
2022-01-16,4110,12,150.0
2022-01-16,4130,12,149.0
2022-01-16,4120,12,700.0
2022-01-16,4121,12,698.0
2022-01-16,5010,12,298.0
2022-01-16,5110,12,300.0
2022-01-17,1010,13,547.0
2022-01-17,1011,13,545.0
2022-01-17,1020,13,496.0
2022-01-17,1030,13,448.0
2022-01-17,1110,13,499.0
2022-01-17,1111,13,499.0
2022-01-17,1120,13,496.0
2022-01-17,1130,13,445.0
2022-01-17,2020,13,698.0
2022-01-17,2021,13,695.0
2022-01-17,2120,13,693.0
2022-01-17,2121,13,698.0
2022-01-17,3010,13,200.0
2022-01-17,3011,13,199.0
2022-01-17,3012,13,199.0
2022-01-17,3013,13,198.0
2022-01-17,3020,13,399.0
2022-01-17,3021,13,400.0
2022-01-17,3110,13,198.0
2022-01-17,3111,13,200.0
2022-01-17,3112,13,198.0
2022-01-17,3113,13,198.0
2022-01-17,3120,13,398.0
2022-01-17,3121,13,397.0
2022-01-17,4010,13,149.0
2022-01-17,4030,13,149.0
2022-01-17,4020,13,749.0
2022-01-17,4021,13,747.0
2022-01-17,4110,13,150.0
2022-01-17,4130,13,149.0
2022-01-17,4120,13,699.0
2022-01-17,4121,13,697.0
2022-01-17,5010,13,298.0
2022-01-17,5110,13,299.0
2022-01-18,1010,14,546.0
2022-01-18,1011,14,544.0
2022-01-18,1020,14,495.0
2022-01-18,1030,14,447.0
2022-01-18,1110,14,498.0
2022-01-18,1111,14,498.0
2022-01-18,1120,14,495.0
2022-01-18,1130,14,445.0
2022-01-18,2020,14,697.0
2022-01-18,2021,14,693.0
2022-01-18,2120,14,692.0
2022-01-18,2121,14,696.0
2022-01-18,3010,14,199.0
2022-01-18,3011,14,199.0
2022-01-18,3012,14,199.0
2022-01-18,3013,14,198.0
2022-01-18,3020,14,398.0
2022-01-18,3021,14,399.0
2022-01-18,3110,14,198.0
2022-01-18,3111,14,200.0
2022-01-18,3112,14,198.0
2022-01-18,3113,14,198.0
2022-01-18,3120,14,397.0
2022-01-18,3121,14,396.0
2022-01-18,4010,14,149.0
2022-01-18,4030,14,149.0
2022-01-18,4020,14,747.0
2022-01-18,4021,14,746.0
2022-01-18,4110,14,150.0
2022-01-18,4130,14,149.0
2022-01-18,4120,14,697.0
2022-01-18,4121,14,695.0
2022-01-18,5010,14,297.0
2022-01-18,5110,14,299.0
2022-01-19,1010,15,545.0
2022-01-19,1011,15,543.0
2022-01-19,1020,15,494.0
2022-01-19,1030,15,446.0
2022-01-19,1110,15,497.0
2022-01-19,1111,15,497.0
2022-01-19,1120,15,494.0
2022-01-19,1130,15,444.0
2022-01-19,2020,15,695.0
2022-01-19,2021,15,692.0
2022-01-19,2120,15,690.0
2022-01-19,2121,15,695.0
2022-01-19,3010,15,199.0
2022-01-19,3011,15,198.0
2022-01-19,3012,15,198.0
2022-01-19,3013,15,197.0
2022-01-19,3020,15,398.0
2022-01-19,3021,15,398.0
2022-01-19,3110,15,198.0
2022-01-19,3111,15,199.0
2022-01-19,3112,15,198.0
2022-01-19,3113,15,197.0
2022-01-19,3120,15,396.0
2022-01-19,3121,15,395.0
2022-01-19,4010,15,148.0
2022-01-19,4030,15,149.0
2022-01-19,4020,15,746.0
2022-01-19,4021,15,744.0
2022-01-19,4110,15,150.0
2022-01-19,4130,15,148.0
2022-01-19,4120,15,696.0
2022-01-19,4121,15,694.0
2022-01-19,5010,15,297.0
2022-01-19,5110,15,298.0
2022-01-20,1010,15,544.0
2022-01-20,1011,15,542.0
2022-01-20,1020,15,493.0
2022-01-20,1030,15,445.0
2022-01-20,1110,15,496.0
2022-01-20,1111,15,496.0
2022-01-20,1120,15,493.0
2022-01-20,1130,15,443.0
2022-01-20,2020,15,694.0
2022-01-20,2021,15,690.0
2022-01-20,2120,15,689.0
2022-01-20,2121,15,693.0
2022-01-20,3010,15,198.0
2022-01-20,3011,15,198.0
2022-01-20,3012,15,198.0
2022-01-20,3013,15,197.0
2022-01-20,3020,15,397.0
2022-01-20,3021,15,397.0
2022-01-20,3110,15,197.0
2022-01-20,3111,15,199.0
2022-01-20,3112,15,197.0
2022-01-20,3113,15,197.0
2022-01-20,3120,15,395.0
2022-01-20,3121,15,394.0
2022-01-20,4010,15,148.0
2022-01-20,4030,15,149.0
2022-01-20,4020,15,744.0
2022-01-20,4021,15,743.0
2022-01-20,4110,15,149.0
2022-01-20,4130,15,148.0
2022-01-20,4120,15,695.0
2022-01-20,4121,15,692.0
2022-01-20,5010,15,296.0
2022-01-20,5110,15,297.0
2022-01-21,1010,16,543.0
2022-01-21,1011,16,540.0
2022-01-21,1020,16,492.0
2022-01-21,1030,16,444.0
2022-01-21,1110,16,495.0
2022-01-21,1111,16,495.0
2022-01-21,1120,16,492.0
2022-01-21,1130,16,442.0
2022-01-21,2020,16,693.0
2022-01-21,2021,16,689.0
2022-01-21,2120,16,688.0
2022-01-21,2121,16,692.0
2022-01-21,3010,16,198.0
2022-01-21,3011,16,197.0
2022-01-21,3012,16,198.0
2022-01-21,3013,16,197.0
2022-01-21,3020,16,396.0
2022-01-21,3021,16,396.0
2022-01-21,3110,16,197.0
2022-01-21,3111,16,198.0
2022-01-21,3112,16,197.0
2022-01-21,3113,16,197.0
2022-01-21,3120,16,395.0
2022-01-21,3121,16,394.0
2022-01-21,4010,16,148.0
2022-01-21,4030,16,148.0
2022-01-21,4020,16,743.0
2022-01-21,4021,16,741.0
2022-01-21,4110,16,149.0
2022-01-21,4130,16,148.0
2022-01-21,4120,16,693.0
2022-01-21,4121,16,691.0
2022-01-21,5010,16,295.0
2022-01-21,5110,16,297.0
2022-01-22,1010,17,542.0
2022-01-22,1011,17,539.0
2022-01-22,1020,17,491.0
2022-01-22,1030,17,443.0
2022-01-22,1110,17,494.0
2022-01-22,1111,17,494.0
2022-01-22,1120,17,491.0
2022-01-22,1130,17,441.0
2022-01-22,2020,17,691.0
2022-01-22,2021,17,688.0
2022-01-22,2120,17,686.0
2022-01-22,2121,17,691.0
2022-01-22,3010,17,198.0
2022-01-22,3011,17,197.0
2022-01-22,3012,17,197.0
2022-01-22,3013,17,196.0
2022-01-22,3020,17,395.0
2022-01-22,3021,17,396.0
2022-01-22,3110,17,196.0
2022-01-22,3111,17,198.0
2022-01-22,3112,17,196.0
2022-01-22,3113,17,196.0
2022-01-22,3120,17,394.0
2022-01-22,3121,17,393.0
2022-01-22,4010,17,148.0
2022-01-22,4030,17,148.0
2022-01-22,4020,17,741.0
2022-01-22,4021,17,740.0
2022-01-22,4110,17,149.0
2022-01-22,4130,17,147.0
2022-01-22,4120,17,692.0
2022-01-22,4121,17,690.0
2022-01-22,5010,17,295.0
2022-01-22,5110,17,296.0
2022-01-23,1010,18,541.0
2022-01-23,1011,18,538.0
2022-01-23,1020,18,490.0
2022-01-23,1030,18,442.0
2022-01-23,1110,18,493.0
2022-01-23,1111,18,493.0
2022-01-23,1120,18,490.0
2022-01-23,1130,18,440.0
2022-01-23,2020,18,690.0
2022-01-23,2021,18,686.0
2022-01-23,2120,18,685.0
2022-01-23,2121,18,689.0
2022-01-23,3010,18,197.0
2022-01-23,3011,18,197.0
2022-01-23,3012,18,197.0
2022-01-23,3013,18,196.0
2022-01-23,3020,18,394.0
2022-01-23,3021,18,395.0
2022-01-23,3110,18,196.0
2022-01-23,3111,18,198.0
2022-01-23,3112,18,196.0
2022-01-23,3113,18,196.0
2022-01-23,3120,18,393.0
2022-01-23,3121,18,392.0
2022-01-23,4010,18,147.0
2022-01-23,4030,18,148.0
2022-01-23,4020,18,740.0
2022-01-23,4021,18,738.0
2022-01-23,4110,18,148.0
2022-01-23,4130,18,147.0
2022-01-23,4120,18,690.0
2022-01-23,4121,18,688.0
2022-01-23,5010,18,294.0
2022-01-23,5110,18,296.0
2022-01-24,1010,19,540.0
2022-01-24,1011,19,537.0
2022-01-24,1020,19,489.0
2022-01-24,1030,19,441.0
2022-01-24,1110,19,492.0
2022-01-24,1111,19,492.0
2022-01-24,1120,19,489.0
2022-01-24,1130,19,439.0
2022-01-24,2020,19,688.0
2022-01-24,2021,19,685.0
2022-01-24,2120,19,683.0
2022-01-24,2121,19,688.0
2022-01-24,3010,19,197.0
2022-01-24,3011,19,196.0
2022-01-24,3012,19,196.0
2022-01-24,3013,19,195.0
2022-01-24,3020,19,394.0
2022-01-24,3021,19,394.0
2022-01-24,3110,19,196.0
2022-01-24,3111,19,197.0
2022-01-24,3112,19,196.0
2022-01-24,3113,19,195.0
2022-01-24,3120,19,392.0
2022-01-24,3121,19,391.0
2022-01-24,4010,19,147.0
2022-01-24,4030,19,147.0
2022-01-24,4020,19,738.0
2022-01-24,4021,19,737.0
2022-01-24,4110,19,148.0
2022-01-24,4130,19,147.0
2022-01-24,4120,19,689.0
2022-01-24,4121,19,687.0
2022-01-24,5010,19,294.0
2022-01-24,5110,19,295.0
2022-01-25,1010,20,539.0
2022-01-25,1011,20,536.0
2022-01-25,1020,20,488.0
2022-01-25,1030,20,441.0
2022-01-25,1110,20,491.0
2022-01-25,1111,20,491.0
2022-01-25,1120,20,488.0
2022-01-25,1130,20,438.0
2022-01-25,2020,20,687.0
2022-01-25,2021,20,683.0
2022-01-25,2120,20,682.0
2022-01-25,2121,20,686.0
2022-01-25,3010,20,196.0
2022-01-25,3011,20,196.0
2022-01-25,3012,20,196.0
2022-01-25,3013,20,195.0
2022-01-25,3020,20,393.0
2022-01-25,3021,20,393.0
2022-01-25,3110,20,195.0
2022-01-25,3111,20,197.0
2022-01-25,3112,20,195.0
2022-01-25,3113,20,195.0
2022-01-25,3120,20,391.0
2022-01-25,3121,20,390.0
2022-01-25,4010,20,147.0
2022-01-25,4030,20,147.0
2022-01-25,4020,20,737.0
2022-01-25,4021,20,735.0
2022-01-25,4110,20,148.0
2022-01-25,4130,20,147.0
2022-01-25,4120,20,688.0
2022-01-25,4121,20,685.0
2022-01-25,5010,20,293.0
2022-01-25,5110,20,294.0
2022-01-26,1010,20,538.0
2022-01-26,1011,20,535.0
2022-01-26,1020,20,487.0
2022-01-26,1030,20,440.0
2022-01-26,1110,21,490.0
2022-01-26,1111,21,490.0
2022-01-26,1120,20,487.0
2022-01-26,1130,20,437.0
2022-01-26,2020,21,686.0
2022-01-26,2021,20,682.0
2022-01-26,2120,20,681.0
2022-01-26,2121,20,685.0
2022-01-26,3010,20,196.0
2022-01-26,3011,20,195.0
2022-01-26,3012,20,196.0
2022-01-26,3013,20,195.0
2022-01-26,3020,21,392.0
2022-01-26,3021,21,392.0
2022-01-26,3110,20,195.0
2022-01-26,3111,21,196.0
2022-01-26,3112,20,195.0
2022-01-26,3113,20,195.0
2022-01-26,3120,20,391.0
2022-01-26,3121,20,390.0
2022-01-26,4010,20,146.0
